1.613019600000000000e+12,1.652193536583738023e+04
1.613192400000000000e+12,1.654219701017062835e+04
1.613365200000000000e+12,1.657117285770220042e+04
1.613538000000000000e+12,1.657509317078199092e+04
1.613710800000000000e+12,1.657934306892112727e+04
1.613883600000000000e+12,1.659543160297635040e+04
1.614056400000000000e+12,1.660161601067740412e+04
1.614229200000000000e+12,1.659398796852944724e+04
1.614402000000000000e+12,1.659575362093671356e+04
1.614574800000000000e+12,1.660347189117225571e+04
1.614747600000000000e+12,1.659724802002617434e+04
1.614920400000000000e+12,1.661285050633166611e+04
1.615093200000000000e+12,1.664855337515936117e+04
1.615266000000000000e+12,1.666268989363557557e+04
1.615438800000000000e+12,1.666780533568259852e+04
1.615611600000000000e+12,1.669239954769046017e+04
1.615780800000000000e+12,1.671617993141814804e+04
1.615953600000000000e+12,1.672008502656709243e+04
1.616126400000000000e+12,1.673655740006923952e+04
1.616299200000000000e+12,1.676564748411387700e+04
1.616472000000000000e+12,1.678153858485501405e+04
1.616644800000000000e+12,1.679266500321604690e+04
1.616817600000000000e+12,1.684308667205286110e+04
1.616990400000000000e+12,1.688332900246648569e+04
1.617163200000000000e+12,1.692182489742977850e+04
1.617336000000000000e+12,1.697490927958385146e+04
1.617508800000000000e+12,1.705551213919103975e+04
1.617681600000000000e+12,1.711050667396427889e+04
1.617854400000000000e+12,1.715090521253453699e+04
1.618027200000000000e+12,1.721560785658530949e+04
1.618200000000000000e+12,1.727395204178022323e+04
1.618372800000000000e+12,1.732872145492544951e+04
1.618545600000000000e+12,1.739487775587900251e+04
1.618718400000000000e+12,1.749935102557500068e+04
1.618891200000000000e+12,1.757256679980727131e+04
1.619064000000000000e+12,1.767796272950709317e+04
1.619236800000000000e+12,1.777622956730248188e+04
1.619409600000000000e+12,1.786575078579468754e+04
1.619582400000000000e+12,1.793490058193695586e+04
1.619755200000000000e+12,1.800693394958564022e+04
1.619928000000000000e+12,1.811096582656898681e+04
1.620100800000000000e+12,1.818873321549961838e+04
1.620273600000000000e+12,1.826298638657192350e+04
1.620446400000000000e+12,1.834788326035204227e+04
1.620619200000000000e+12,1.843400499301304080e+04
1.620792000000000000e+12,1.850132467499217819e+04
1.620964800000000000e+12,1.857074627017434614e+04
1.621137600000000000e+12,1.866123620285012657e+04
1.621310400000000000e+12,1.872565192993294841e+04
1.621483200000000000e+12,1.877504135601721646e+04
1.621656000000000000e+12,1.885127752812302788e+04
1.621828800000000000e+12,1.893090554451390562e+04
1.622001600000000000e+12,1.897936236419316629e+04
1.622174400000000000e+12,1.904403977720896000e+04
1.622347200000000000e+12,1.912290726862890369e+04
1.622520000000000000e+12,1.918078243506604485e+04
1.622692800000000000e+12,1.921561028760788031e+04
1.622865600000000000e+12,1.928957402268207079e+04
1.623038400000000000e+12,1.936478507723365692e+04
1.623211200000000000e+12,1.941037260619091103e+04
1.623384000000000000e+12,1.943348428343658088e+04
1.623556800000000000e+12,1.951231353168719579e+04
1.623729600000000000e+12,1.955879973609953959e+04
1.623902400000000000e+12,1.958331727936773314e+04
1.624075200000000000e+12,1.963059680106545056e+04
1.624248000000000000e+12,1.968329004707484637e+04
1.624420800000000000e+12,1.970274011822628017e+04
1.624593600000000000e+12,1.973069443863121342e+04
1.624766400000000000e+12,1.977211666002391576e+04
1.624939200000000000e+12,1.980802893380095702e+04
1.625112000000000000e+12,1.981189686145160158e+04
1.625284800000000000e+12,1.984372929027465580e+04
1.625457600000000000e+12,1.988980860415576535e+04
1.625630400000000000e+12,1.990645582326737713e+04
1.625803200000000000e+12,1.991966194053502477e+04
1.625976000000000000e+12,1.995155675449505725e+04
1.626148800000000000e+12,1.998235000963133643e+04
1.626321600000000000e+12,1.998140477679475225e+04
1.626494400000000000e+12,2.000245399664689830e+04
1.626667200000000000e+12,2.002934170595568867e+04
1.626840000000000000e+12,2.003744967687397366e+04
1.627012800000000000e+12,2.004052130034540460e+04
1.627185600000000000e+12,2.006890562282682004e+04
1.627358400000000000e+12,2.009352400325303097e+04
1.627531200000000000e+12,2.008396523498486204e+04
1.627704000000000000e+12,2.010702216125960695e+04
1.627876800000000000e+12,2.014539756924704125e+04
1.628049600000000000e+12,2.016279810955179346e+04
1.628222400000000000e+12,2.015181659230524383e+04
1.628395200000000000e+12,2.017769644310154763e+04
1.628568000000000000e+12,2.021233572376633310e+04
1.628740800000000000e+12,2.020202312636208808e+04
