1.613019600000000000e+12,2.238237291446113159e+04
1.613192400000000000e+12,2.239604732834898823e+04
1.613365200000000000e+12,2.241687917980069324e+04
1.613538000000000000e+12,2.241498373494638872e+04
1.613710800000000000e+12,2.240668341373766452e+04
1.613883600000000000e+12,2.241438815000317845e+04
1.614056400000000000e+12,2.241511322133003705e+04
1.614229200000000000e+12,2.239637757638802941e+04
1.614402000000000000e+12,2.239725693466124358e+04
1.614574800000000000e+12,2.240545224281552510e+04
1.614747600000000000e+12,2.239623855215241201e+04
1.614920400000000000e+12,2.241647926532120982e+04
1.615093200000000000e+12,2.245890670703738579e+04
1.615266000000000000e+12,2.246423275465346524e+04
1.615438800000000000e+12,2.246818733469933068e+04
1.615611600000000000e+12,2.248685922685976766e+04
1.615780800000000000e+12,2.251818919551304498e+04
1.615953600000000000e+12,2.253177397808426031e+04
1.616126400000000000e+12,2.255483961515682313e+04
1.616299200000000000e+12,2.257868590882615899e+04
1.616472000000000000e+12,2.259270585243959067e+04
1.616644800000000000e+12,2.261140024928947969e+04
1.616817600000000000e+12,2.266715382573761963e+04
1.616990400000000000e+12,2.274265665510062900e+04
1.617163200000000000e+12,2.279288313513770481e+04
1.617336000000000000e+12,2.285884775614222963e+04
1.617508800000000000e+12,2.297245567863443648e+04
1.617681600000000000e+12,2.304563182106115710e+04
1.617854400000000000e+12,2.309942561461143123e+04
1.618027200000000000e+12,2.318497058440950059e+04
1.618200000000000000e+12,2.326428809984413965e+04
1.618372800000000000e+12,2.334530466899915336e+04
1.618545600000000000e+12,2.344505848638765747e+04
1.618718400000000000e+12,2.359666166015647832e+04
1.618891200000000000e+12,2.370020196407684489e+04
1.619064000000000000e+12,2.385622942743183376e+04
1.619236800000000000e+12,2.401749669164975785e+04
1.619409600000000000e+12,2.416054248557085884e+04
1.619582400000000000e+12,2.427482118568824080e+04
1.619755200000000000e+12,2.440149591854535174e+04
1.619928000000000000e+12,2.456135550051647078e+04
1.620100800000000000e+12,2.469863251450349708e+04
1.620273600000000000e+12,2.483439124141086722e+04
1.620446400000000000e+12,2.498404159765289296e+04
1.620619200000000000e+12,2.512400203384330234e+04
1.620792000000000000e+12,2.523995688695793069e+04
1.620964800000000000e+12,2.537685236035884009e+04
1.621137600000000000e+12,2.554378380353021930e+04
1.621310400000000000e+12,2.566114600446147233e+04
1.621483200000000000e+12,2.577333692643449103e+04
1.621656000000000000e+12,2.593197590873491572e+04
1.621828800000000000e+12,2.606351694178376420e+04
1.622001600000000000e+12,2.617632770150275246e+04
1.622174400000000000e+12,2.630340876086173375e+04
1.622347200000000000e+12,2.643952787465936490e+04
1.622520000000000000e+12,2.654285522149228200e+04
1.622692800000000000e+12,2.663678505815839526e+04
1.622865600000000000e+12,2.675201491947902468e+04
1.623038400000000000e+12,2.686857957458149394e+04
1.623211200000000000e+12,2.696160687449649049e+04
1.623384000000000000e+12,2.703360097926002709e+04
1.623556800000000000e+12,2.716011096625930077e+04
1.623729600000000000e+12,2.725056309530892031e+04
1.623902400000000000e+12,2.732397575867914929e+04
1.624075200000000000e+12,2.743587645812841947e+04
1.624248000000000000e+12,2.753993656414335055e+04
1.624420800000000000e+12,2.760464540059802675e+04
1.624593600000000000e+12,2.766092175982571280e+04
1.624766400000000000e+12,2.776069773882958179e+04
1.624939200000000000e+12,2.783333271209959275e+04
1.625112000000000000e+12,2.787492618738885722e+04
1.625284800000000000e+12,2.793550136903777093e+04
1.625457600000000000e+12,2.801959177095533596e+04
1.625630400000000000e+12,2.806529806136322804e+04
1.625803200000000000e+12,2.809406621888344671e+04
1.625976000000000000e+12,2.814981709516152114e+04
1.626148800000000000e+12,2.819048744443498799e+04
1.626321600000000000e+12,2.822245580082428933e+04
1.626494400000000000e+12,2.826579819460718136e+04
1.626667200000000000e+12,2.832271645557126612e+04
1.626840000000000000e+12,2.835654567352467348e+04
1.627012800000000000e+12,2.836821834538170151e+04
1.627185600000000000e+12,2.842610582531207547e+04
1.627358400000000000e+12,2.847682908867553851e+04
1.627531200000000000e+12,2.846365231574693098e+04
1.627704000000000000e+12,2.848761773190270833e+04
1.627876800000000000e+12,2.852723248055177464e+04
1.628049600000000000e+12,2.854216196289653817e+04
1.628222400000000000e+12,2.851157764411430617e+04
1.628395200000000000e+12,2.850698298254153997e+04
1.628568000000000000e+12,2.853998250581313914e+04
1.628740800000000000e+12,2.850310613679745074e+04
